Id,Pontos,Estado,Genero,Idade,Bens,Saldo na Conta,Produto,Possui cartao,Ativo,Salario,Saiu
896,728,CE,Feminino,35,8,12588495,2,1,0,5435902,1
897,728,CE,Masculino,32,5,618255,1,1,1,15612493,0
898,718,MA,Masculino,35,8,0,2,1,0,9482085,0
899,621,MA,Feminino,40,6,0,1,1,0,15515525,0
900,523,MA,Feminino,40,2,10296741,1,1,0,1287021,1
901,657,CE,Masculino,25,2,17177055,1,1,0,227455,0
902,727,CE,Masculino,40,1,9305164,2,1,0,7186531,1
903,643,MA,Masculino,36,7,16106464,2,0,1,8429482,0
904,645,MA,Feminino,48,7,9061234,1,1,1,14913913,0
905,568,MA,Masculino,28,5,14510564,2,1,0,18548911,0
906,599,MA,Masculino,58,4,0,1,0,0,17640715,1
907,672,MA,Feminino,45,9,0,1,1,1,9202769,1
908,685,MA,Masculino,33,6,17491272,1,1,1,4393254,0
909,516,MA,Feminino,46,1,10494772,1,1,0,11578925,1
910,685,CE,Masculino,31,10,13521371,1,1,1,12577728,0
911,806,CE,Masculino,25,7,0,2,1,0,184619,0
912,604,MA,Masculino,36,6,11622985,2,1,1,7963338,0
913,648,CE,Feminino,53,6,11120141,1,1,1,12154229,0
914,545,CE,Feminino,32,4,0,1,1,0,947392,0
915,756,CE,Masculino,27,1,131899,1,1,0,9330229,0
916,569,MA,Masculino,35,10,12452552,1,1,1,19379378,0
917,596,MA,Masculino,47,6,0,1,1,0,7483565,0
918,475,MA,Masculino,39,6,0,1,1,1,569999,1
919,646,MA,Feminino,45,3,4713475,1,1,1,5723644,0
920,784,CE,Masculino,35,3,0,2,0,0,8148364,0
921,552,CE,Masculino,45,9,0,2,1,0,2675256,0
922,729,MA,Masculino,44,5,0,2,0,1,920054,0
923,609,CE,Masculino,61,1,0,1,1,0,2244785,1
924,555,MA,Masculino,51,5,0,3,1,0,18912289,1
925,572,CE,Feminino,19,1,13865708,1,1,1,1616182,0
926,785,MA,Feminino,34,9,7030248,1,1,1,6860036,0
927,714,CE,Feminino,36,1,10160901,2,1,1,44773,0
928,738,CE,Masculino,35,3,0,1,1,1,1565073,0
929,639,CE,Masculino,38,5,13017082,1,1,1,14959962,0
930,520,CE,Masculino,61,8,13380229,2,1,1,9030401,0
931,764,MA,Feminino,24,7,10623402,1,0,0,11567638,0
932,661,CE,Masculino,0,6,13262898,1,0,0,3881267,0
933,564,CE,Masculino,0,9,10352275,2,1,1,3433821,0
934,708,CE,Feminino,42,8,19239052,2,1,0,82336,0
935,512,CE,Masculino,36,1,0,1,0,1,13548226,1
936,592,CE,Masculino,37,9,0,3,1,1,1065689,0
937,619,MA,Feminino,38,3,0,2,0,1,11646735,0
938,775,MA,Masculino,52,8,10992261,1,1,1,9682332,1
939,850,CE,Feminino,44,5,12860532,1,0,1,1710962,0
940,577,MA,Feminino,37,4,0,1,1,1,7988139,0
941,724,MA,Feminino,37,10,6859856,1,1,0,15786282,0
942,710,CE,Masculino,35,1,10651852,1,1,1,12795181,0
943,696,MA,Feminino,31,8,0,2,0,0,19107411,0
944,376,MA,Feminino,46,6,0,1,1,0,15733369,1
945,675,CE,Feminino,29,8,12132642,1,1,0,13345752,0
946,745,MA,Masculino,36,8,6722637,1,1,0,1307896,0
947,697,CE,Feminino,25,5,8293185,2,1,1,12837388,0
948,599,CE,Feminino,39,4,0,1,1,0,1942732,1
949,715,MA,Feminino,0,5,11859041,1,1,1,568417,1
950,659,MA,Masculino,67,4,14598187,1,1,1,1310432,0
951,684,MA,Feminino,48,3,7330938,1,0,0,2122834,1
952,635,MA,Feminino,48,8,13079633,2,1,1,432503,0
953,789,CE,Masculino,33,8,15160756,1,1,0,43894,0
954,571,CE,Feminino,66,9,11157701,1,0,1,1892719,0
955,694,CE,Masculino,39,0,10704274,1,1,1,1022842,0
956,665,CE,Feminino,42,2,15637161,2,0,1,15677494,1
957,706,MA,Feminino,44,4,12960599,1,0,0,6986549,0
958,807,CE,Feminino,43,0,0,2,0,1,8552324,0
959,771,CE,Feminino,67,8,0,2,1,1,512198,0
960,531,CE,M,27,8,13257625,1,0,0,722292,0
961,629,MA,Feminino,37,6,1291013,1,1,1,2397133,0
962,850,CE,Feminino,31,1,1088224,1,1,1,13217331,0
963,685,CE,Masculino,35,4,13794851,1,1,0,11363964,0
964,642,CE,Masculino,32,7,1004338,1,1,1,3976859,0
965,529,CE,,63,4,9613411,3,1,0,10873296,1
966,683,CE,Feminino,43,4,11588804,1,1,1,11734919,1
967,663,MA,Feminino,42,5,12462607,1,1,1,780045,0
968,563,MA,Feminino,34,6,13981034,1,1,1,15241779,0
969,637,CE,Feminino,34,9,0,2,0,0,2605708,0
970,544,MA,Masculino,37,3,8449671,1,0,0,7997209,0
971,649,CE,,70,9,11685471,2,0,1,10712579,0
972,638,MA,Feminino,48,10,13833303,1,1,1,4767914,0
973,723,MA,Masculino,25,3,0,2,1,1,13450947,0
974,635,CE,Masculino,43,5,7899275,2,0,0,15326531,0
975,750,CE,M,38,7,9725741,2,0,1,17988304,0
976,730,MA,Masculino,34,5,12245337,2,1,0,13888298,0
977,750,CE,Feminino,36,8,11294007,1,0,1,985581,0
978,586,MA,Feminino,43,8,13255826,1,1,0,6704683,1
979,520,MA,Feminino,38,4,0,2,1,0,5638863,0
980,652,MA,Feminino,48,8,13329724,1,1,0,7776437,0
981,550,MA,Feminino,46,7,0,2,1,0,13059035,0
982,594,MA,Masculino,27,0,1970418,1,0,0,15191249,0
983,749,CE,Feminino,44,0,7149779,2,0,0,1510838,0
984,668,MA,Masculino,32,7,0,2,1,1,77737,0
985,614,CE,Feminino,35,6,12810028,1,0,0,,1
986,773,MA,Masculino,-20,1,12453278,2,0,1,1172357,0
987,551,CE,Masculino,31,9,8229382,2,1,1,9156525,0
988,566,MA,Masculino,36,1,14212091,1,1,0,7961637,0
989,569,CE,Masculino,34,0,15183926,1,1,0,10229981,1
990,659,CE,F,31,7,14962088,2,1,1,10453351,0
991,722,MA,Feminino,49,3,16819766,1,1,0,14076557,1
992,655,MA,Masculino,140,5,93147,2,1,0,6621413,0
993,615,MA,Feminino,35,2,9744002,2,1,1,1398161,0
994,752,CE,Feminino,42,3,6504608,2,0,1,14013928,0
995,661,CE,Feminino,28,7,9535749,1,0,0,10229715,0
996,838,CE,Masculino,43,9,12310588,2,1,0,14576583,0
997,610,CE,Masculino,29,9,0,3,0,1,8391224,0
998,811,CE,Masculino,44,3,0,2,0,1,7843973,0
999,587,CE,Masculino,62,7,12128627,1,0,1,677692,0
1000,811,CE,Feminino,28,4,16773882,2,1,1,990342,0
